province,period,avgTemperature,avgRainfall,avgHumidity,weatherScore,year,month
"surat-thani","2021-01",25.07,1.63,78.31,93,2021,01
"surat-thani","2021-02",26.74,0.30,72.80,98,2021,02
"surat-thani","2021-03",28.46,3.57,71.79,95,2021,03
"surat-thani","2021-04",27.84,7.38,82.77,83,2021,04
"surat-thani","2021-05",28.08,5.62,79.87,88,2021,05
"surat-thani","2021-06",28.85,2.60,75.43,93,2021,06
"surat-thani","2021-07",28.30,4.65,76.46,90,2021,07
"surat-thani","2021-08",27.74,6.86,81.68,85,2021,08
"surat-thani","2021-09",27.06,5.58,80.14,87,2021,09
"surat-thani","2021-10",26.66,9.24,84.58,81,2021,10
"surat-thani","2021-11",25.57,19.28,86.59,78,2021,11
"surat-thani","2021-12",25.52,3.51,78.39,92,2021,12
"surat-thani","2022-01",26.49,0.75,74.50,96,2022,01
"surat-thani","2022-02",26.83,5.93,80.03,88,2022,02
"surat-thani","2022-03",27.87,4.40,77.65,90,2022,03
"surat-thani","2022-04",27.45,7.75,80.34,87,2022,04
"surat-thani","2022-05",27.57,8.60,82.26,83,2022,05
"surat-thani","2022-06",27.26,9.28,84.49,81,2022,06
"surat-thani","2022-07",26.83,10.35,84.98,81,2022,07
"surat-thani","2022-08",27.15,5.64,80.31,88,2022,08
"surat-thani","2022-09",26.78,7.69,82.74,84,2022,09
"surat-thani","2022-10",25.82,11.94,84.87,81,2022,10
"surat-thani","2022-11",25.74,10.54,84.75,82,2022,11
"surat-thani","2022-12",25.03,5.67,81.90,89,2022,12
"surat-thani","2023-01",25.39,2.81,79.05,91,2023,01
"surat-thani","2023-02",26.57,1.28,75.64,94,2023,02
"surat-thani","2023-03",28.05,0.90,71.42,97,2023,03
"surat-thani","2023-04",29.94,1.94,72.40,89,2023,04
"surat-thani","2023-05",29.74,5.90,77.01,83,2023,05
"surat-thani","2023-06",28.42,3.07,76.12,92,2023,06
"surat-thani","2023-07",27.90,5.23,79.09,87,2023,07
"surat-thani","2023-08",28.76,4.00,76.08,90,2023,08
"surat-thani","2023-09",27.17,9.80,83.20,83,2023,09
"surat-thani","2023-10",27.09,11.35,84.54,80,2023,10
"surat-thani","2023-11",26.34,10.39,84.83,82,2023,11
"surat-thani","2023-12",26.62,3.82,80.01,89,2023,12
"surat-thani","2024-01",27.09,1.45,74.64,94,2024,01
"surat-thani","2024-02",28.44,0.55,71.00,98,2024,02
"surat-thani","2024-03",29.85,1.03,68.81,95,2024,03
"surat-thani","2024-04",31.27,1.08,67.21,89,2024,04
"surat-thani","2024-05",30.29,5.97,75.05,81,2024,05
"surat-thani","2024-06",29.59,5.45,75.77,85,2024,06
"surat-thani","2024-07",27.84,9.78,82.79,82,2024,07
"surat-thani","2024-08",27.41,11.23,83.50,82,2024,08
"surat-thani","2024-09",27.11,7.05,82.51,84,2024,09
"surat-thani","2024-10",26.90,11.72,83.35,81,2024,10
"surat-thani","2024-11",26.50,8.24,82.75,85,2024,11
"surat-thani","2024-12",26.20,6.61,80.36,88,2024,12
"surat-thani","2025-01",26.11,1.47,75.93,95,2025,01
"surat-thani","2025-02",27.16,1.59,74.22,96,2025,02
"surat-thani","2025-03",28.80,1.60,72.10,96,2025,03
"surat-thani","2025-04",28.57,6.00,78.29,87,2025,04
"surat-thani","2025-05",27.94,7.86,82.12,85,2025,05
"surat-thani","2025-06",28.10,5.13,79.38,88,2025,06
"surat-thani","2025-07",28.91,2.93,74.84,90,2025,07
"surat-thani","2025-08",28.13,3.59,78.34,87,2025,08
"surat-thani","2025-09",27.35,8.40,81.09,84,2025,09
"surat-thani","2025-10",26.89,8.35,83.29,84,2025,10
"surat-thani","2025-11",26.25,10.00,82.22,85,2025,11
"samui","2020-01",24.37,1.40,79.64,92,2020,01
"samui","2020-02",24.36,2.43,81.02,91,2020,02
"samui","2020-03",25.93,0.24,73.81,98,2020,03
"samui","2020-04",25.95,4.72,79.05,91,2020,04
"samui","2020-05",26.65,2.79,76.78,92,2020,05
"samui","2020-06",26.00,3.67,80.29,89,2020,06
"samui","2020-07",25.89,3.06,79.77,90,2020,07
"samui","2020-08",26.22,2.28,77.65,92,2020,08
"samui","2020-09",25.36,5.36,81.20,88,2020,09
"samui","2020-10",24.08,7.22,86.79,84,2020,10
"samui","2020-11",24.23,5.66,84.43,85,2020,11
"samui","2020-12",23.49,9.94,83.36,86,2020,12
"samui","2021-01",23.03,1.57,82.11,88,2021,01
"samui","2021-02",23.95,0.82,78.50,94,2021,02
"samui","2021-03",25.12,1.18,77.37,94,2021,03
"samui","2021-04",25.86,2.94,80.64,89,2021,04
"samui","2021-05",26.15,3.17,79.41,90,2021,05
"samui","2021-06",26.81,1.52,76.25,94,2021,06
"samui","2021-07",26.17,3.25,78.17,92,2021,07
"samui","2021-08",25.68,2.74,80.27,90,2021,08
"samui","2021-09",24.81,4.76,82.25,88,2021,09
"samui","2021-10",24.35,6.65,84.65,85,2021,10
"samui","2021-11",23.23,17.65,87.85,77,2021,11
"samui","2021-12",23.33,2.29,81.43,89,2021,12
"samui","2022-01",23.86,1.01,79.22,93,2022,01
"samui","2022-02",23.69,4.41,84.89,86,2022,02
"samui","2022-03",24.96,2.54,79.32,91,2022,03
"samui","2022-04",25.17,6.19,80.37,89,2022,04
"samui","2022-05",25.10,6.95,83.27,86,2022,05
"samui","2022-06",25.71,2.53,78.93,92,2022,06
"samui","2022-07",25.22,3.27,81.63,89,2022,07
"samui","2022-08",25.76,3.14,78.73,91,2022,08
"samui","2022-09",24.95,4.31,82.06,88,2022,09
"samui","2022-10",23.71,8.41,86.43,83,2022,10
"samui","2022-11",23.41,9.75,85.72,83,2022,11
"samui","2022-12",23.16,8.09,82.83,87,2022,12
"samui","2023-01",23.35,1.98,80.91,91,2023,01
"samui","2023-02",23.79,3.08,80.92,90,2023,02
"samui","2023-03",24.45,1.53,79.17,93,2023,03
"samui","2023-04",27.00,1.56,74.97,95,2023,04
"samui","2023-05",27.08,1.87,76.38,93,2023,05
"samui","2023-06",26.45,3.08,77.88,91,2023,06
"samui","2023-07",25.60,5.04,81.21,88,2023,07
"samui","2023-08",26.63,2.47,77.41,92,2023,08
"samui","2023-09",25.25,6.11,83.39,86,2023,09
"samui","2023-10",24.99,6.00,85.10,84,2023,10
"samui","2023-11",24.14,11.31,86.73,81,2023,11
"samui","2023-12",24.22,3.61,82.94,87,2023,12
"samui","2024-01",24.65,2.47,81.13,90,2024,01
"samui","2024-02",25.46,1.20,76.60,95,2024,02
"samui","2024-03",26.64,0.52,73.61,96,2024,03
"samui","2024-04",28.19,0.39,70.89,98,2024,04
"samui","2024-05",27.38,4.31,78.25,90,2024,05
"samui","2024-06",27.01,2.41,77.47,92,2024,06
"samui","2024-07",25.48,5.47,83.69,86,2024,07
"samui","2024-08",25.25,5.56,84.53,85,2024,08
"samui","2024-09",25.33,3.38,80.94,89,2024,09
"samui","2024-10",24.66,7.82,85.62,84,2024,10
"samui","2024-11",24.15,9.20,85.71,83,2024,11
"samui","2024-12",23.95,9.79,82.26,86,2024,12
"samui","2025-01",23.70,2.01,80.70,92,2025,01
"samui","2025-02",24.27,4.62,80.54,90,2025,02
"samui","2025-03",25.09,1.82,78.59,93,2025,03
"samui","2025-04",25.81,3.66,79.81,90,2025,04
"samui","2025-05",25.64,5.37,83.46,85,2025,05
"samui","2025-06",26.21,2.28,78.95,91,2025,06
"samui","2025-07",27.04,1.55,75.50,94,2025,07
"samui","2025-08",25.73,4.15,81.17,88,2025,08
"samui","2025-09",25.71,3.24,80.28,90,2025,09
"samui","2025-10",24.65,8.90,84.61,84,2025,10
"samui","2025-11",24.09,9.64,83.77,85,2025,11
"hat-yai","2020-01",27.08,0.26,72.17,97,2020,01
"hat-yai","2020-02",27.21,1.08,74.15,96,2020,02
"hat-yai","2020-03",28.94,0.49,70.06,97,2020,03
"hat-yai","2020-04",28.94,3.74,74.93,91,2020,04
"hat-yai","2020-05",28.29,8.21,81.36,84,2020,05
"hat-yai","2020-06",27.48,7.85,82.99,84,2020,06
"hat-yai","2020-07",27.25,8.34,83.60,83,2020,07
"hat-yai","2020-08",27.88,4.36,78.26,90,2020,08
"hat-yai","2020-09",27.15,8.78,82.87,84,2020,09
"hat-yai","2020-10",26.62,9.69,85.27,81,2020,10
"hat-yai","2020-11",26.14,11.11,87.10,80,2020,11
"hat-yai","2020-12",25.55,10.95,82.92,85,2020,12
"hat-yai","2021-01",25.23,2.85,79.98,90,2021,01
"hat-yai","2021-02",26.58,0.08,72.36,99,2021,02
"hat-yai","2021-03",27.82,2.30,73.52,95,2021,03
"hat-yai","2021-04",27.75,7.55,81.74,85,2021,04
"hat-yai","2021-05",27.66,7.02,81.12,85,2021,05
"hat-yai","2021-06",27.82,3.80,78.38,90,2021,06
"hat-yai","2021-07",28.23,5.66,76.78,89,2021,07
"hat-yai","2021-08",27.76,6.49,79.52,87,2021,08
"hat-yai","2021-09",27.30,6.21,80.77,86,2021,09
"hat-yai","2021-10",27.23,8.84,81.10,85,2021,10
"hat-yai","2021-11",25.60,24.58,87.87,77,2021,11
"hat-yai","2021-12",25.60,4.28,80.78,89,2021,12
"hat-yai","2022-01",26.15,0.77,74.93,96,2022,01
"hat-yai","2022-02",26.74,7.79,78.29,88,2022,02
"hat-yai","2022-03",26.95,5.06,79.68,88,2022,03
"hat-yai","2022-04",27.30,6.58,81.94,86,2022,04
"hat-yai","2022-05",27.72,8.18,80.29,86,2022,05
"hat-yai","2022-06",27.08,7.43,84.56,83,2022,06
"hat-yai","2022-07",27.34,6.45,81.57,85,2022,07
"hat-yai","2022-08",27.20,7.81,81.78,85,2022,08
"hat-yai","2022-09",27.25,7.06,81.36,86,2022,09
"hat-yai","2022-10",26.22,13.29,85.80,79,2022,10
"hat-yai","2022-11",26.05,12.73,85.87,79,2022,11
"hat-yai","2022-12",25.02,14.71,83.21,83,2022,12
"hat-yai","2023-01",25.30,4.20,83.46,86,2023,01
"hat-yai","2023-02",26.13,1.39,75.51,95,2023,02
"hat-yai","2023-03",27.21,1.67,73.38,96,2023,03
"hat-yai","2023-04",29.17,4.64,74.96,88,2023,04
"hat-yai","2023-05",29.09,3.70,76.97,90,2023,05
"hat-yai","2023-06",29.12,5.41,77.02,89,2023,06
"hat-yai","2023-07",28.72,4.96,77.05,88,2023,07
"hat-yai","2023-08",28.43,4.56,79.02,89,2023,08
"hat-yai","2023-09",27.61,8.70,80.81,84,2023,09
"hat-yai","2023-10",27.40,12.29,84.86,80,2023,10
"hat-yai","2023-11",26.19,13.08,86.41,80,2023,11
"hat-yai","2023-12",26.35,6.61,81.79,86,2023,12
"hat-yai","2024-01",26.56,1.69,75.66,94,2024,01
"hat-yai","2024-02",28.01,0.42,71.24,97,2024,02
"hat-yai","2024-03",29.14,1.19,71.21,97,2024,03
"hat-yai","2024-04",30.30,2.14,71.48,85,2024,04
"hat-yai","2024-05",29.43,8.33,78.61,82,2024,05
"hat-yai","2024-06",28.96,5.13,75.51,88,2024,06
"hat-yai","2024-07",28.50,5.70,75.99,89,2024,07
"hat-yai","2024-08",27.68,10.43,82.80,82,2024,08
"hat-yai","2024-09",27.35,12.00,84.18,80,2024,09
"hat-yai","2024-10",27.09,12.72,83.21,81,2024,10
"hat-yai","2024-11",26.18,17.07,85.46,78,2024,11
"hat-yai","2024-12",26.09,7.27,81.12,87,2024,12
"hat-yai","2025-01",26.03,2.78,78.38,92,2025,01
"hat-yai","2025-02",27.28,0.85,72.77,96,2025,02
"hat-yai","2025-03",28.56,2.18,74.19,93,2025,03
"hat-yai","2025-04",27.82,8.36,80.70,85,2025,04
"hat-yai","2025-05",27.89,9.15,81.92,83,2025,05
"hat-yai","2025-06",28.66,3.78,76.79,88,2025,06
"hat-yai","2025-07",30.06,1.14,69.74,92,2025,07
"hat-yai","2025-08",28.88,4.84,77.39,86,2025,08
"hat-yai","2025-09",28.29,5.07,76.98,88,2025,09
"hat-yai","2025-10",27.13,9.70,83.81,82,2025,10
"hat-yai","2025-11",26.20,22.05,82.95,82,2025,11
"pattani","2020-01",27.29,0.51,72.61,96,2020,01
"pattani","2020-02",27.48,1.02,73.44,96,2020,02
"pattani","2020-03",28.42,0.67,71.37,98,2020,03
"pattani","2020-04",29.26,4.57,74.34,88,2020,04
"pattani","2020-05",29.08,6.43,77.07,87,2020,05
"pattani","2020-06",28.03,7.66,80.81,85,2020,06
"pattani","2020-07",27.69,7.65,82.62,83,2020,07
"pattani","2020-08",28.25,5.64,79.50,88,2020,08
"pattani","2020-09",27.69,6.08,80.03,87,2020,09
"pattani","2020-10",27.26,6.32,82.53,85,2020,10
"pattani","2020-11",26.64,9.75,85.15,81,2020,11
"pattani","2020-12",26.16,10.38,81.48,86,2020,12
"pattani","2021-01",25.87,2.68,79.22,91,2021,01
"pattani","2021-02",26.84,0.08,71.96,99,2021,02
"pattani","2021-03",27.83,1.25,73.46,95,2021,03
"pattani","2021-04",28.31,4.16,78.66,88,2021,04
"pattani","2021-05",28.32,4.50,78.77,88,2021,05
"pattani","2021-06",28.67,3.58,77.67,91,2021,06
"pattani","2021-07",28.57,4.43,75.57,90,2021,07
"pattani","2021-08",28.19,5.05,79.86,87,2021,08
"pattani","2021-09",27.85,4.68,78.28,90,2021,09
"pattani","2021-10",27.55,6.69,80.49,86,2021,10
"pattani","2021-11",26.13,17.21,86.32,78,2021,11
"pattani","2021-12",26.17,5.39,79.62,89,2021,12
"pattani","2022-01",26.72,0.72,74.05,96,2022,01
"pattani","2022-02",27.31,8.54,76.74,91,2022,02
"pattani","2022-03",27.34,4.15,77.57,90,2022,03
"pattani","2022-04",27.79,5.09,78.03,89,2022,04
"pattani","2022-05",28.35,8.30,80.54,85,2022,05
"pattani","2022-06",27.69,7.24,81.57,85,2022,06
"pattani","2022-07",27.93,6.02,79.75,87,2022,07
"pattani","2022-08",27.74,6.31,79.96,87,2022,08
"pattani","2022-09",27.75,5.69,82.10,85,2022,09
"pattani","2022-10",26.64,10.09,84.57,82,2022,10
"pattani","2022-11",26.68,11.47,84.37,82,2022,11
"pattani","2022-12",25.69,16.87,82.38,84,2022,12
"pattani","2023-01",25.91,5.69,81.33,89,2023,01
"pattani","2023-02",26.65,1.21,74.66,94,2023,02
"pattani","2023-03",27.30,0.90,72.87,97,2023,03
"pattani","2023-04",29.40,2.04,73.44,93,2023,04
"pattani","2023-05",29.37,4.88,77.21,87,2023,05
"pattani","2023-06",28.84,6.13,78.64,87,2023,06
"pattani","2023-07",29.17,5.24,75.32,88,2023,07
"pattani","2023-08",29.04,5.41,78.83,89,2023,08
"pattani","2023-09",27.94,9.30,81.65,83,2023,09
"pattani","2023-10",27.52,8.41,83.24,84,2023,10
"pattani","2023-11",26.43,18.51,85.98,79,2023,11
"pattani","2023-12",26.92,7.97,80.59,86,2023,12
"pattani","2024-01",27.05,3.87,76.10,92,2024,01
"pattani","2024-02",28.28,0.82,72.04,96,2024,02
"pattani","2024-03",29.20,0.93,70.92,97,2024,03
"pattani","2024-04",30.13,1.42,70.85,89,2024,04
"pattani","2024-05",29.96,7.03,75.74,82,2024,05
"pattani","2024-06",29.65,4.93,74.13,86,2024,06
"pattani","2024-07",28.82,3.93,75.81,90,2024,07
"pattani","2024-08",28.03,6.48,81.01,85,2024,08
"pattani","2024-09",28.34,4.83,78.77,87,2024,09
"pattani","2024-10",27.83,6.18,79.43,89,2024,10
"pattani","2024-11",26.66,17.80,84.69,79,2024,11
"pattani","2024-12",26.35,9.34,80.28,87,2024,12
"pattani","2025-01",26.27,4.58,78.27,91,2025,01
"pattani","2025-02",26.82,1.65,74.62,95,2025,02
"pattani","2025-03",28.24,1.23,72.98,96,2025,03
"pattani","2025-04",28.75,5.06,77.19,89,2025,04
"pattani","2025-05",28.86,6.56,79.51,86,2025,05
"pattani","2025-06",29.56,2.08,72.89,91,2025,06
"pattani","2025-07",30.05,3.68,73.50,86,2025,07
"pattani","2025-08",28.16,6.43,78.52,87,2025,08
"pattani","2025-09",28.10,7.20,78.39,87,2025,09
"pattani","2025-10",27.36,13.06,82.66,82,2025,10
"pattani","2025-11",26.56,32.24,83.91,81,2025,11
"yala","2020-01",26.54,0.80,74.58,95,2020,01
"yala","2020-02",26.68,2.66,76.78,92,2020,02
"yala","2020-03",28.73,0.86,71.46,97,2020,03
"yala","2020-04",29.01,4.55,74.96,88,2020,04
"yala","2020-05",28.60,7.23,79.41,85,2020,05
"yala","2020-06",27.54,11.81,83.52,81,2020,06
"yala","2020-07",27.11,9.42,82.24,84,2020,07
"yala","2020-08",27.72,6.92,79.41,88,2020,08
"yala","2020-09",27.14,8.71,81.98,84,2020,09
"yala","2020-10",26.74,6.47,82.40,85,2020,10
"yala","2020-11",25.85,13.50,87.35,79,2020,11
"yala","2020-12",25.28,9.76,84.38,84,2020,12
"yala","2021-01",24.88,3.49,80.93,90,2021,01
"yala","2021-02",26.38,0.16,72.90,99,2021,02
"yala","2021-03",27.55,3.23,74.77,93,2021,03
"yala","2021-04",27.86,6.75,82.09,85,2021,04
"yala","2021-05",27.73,7.35,80.49,85,2021,05
"yala","2021-06",28.06,6.01,80.31,87,2021,06
"yala","2021-07",28.05,5.06,76.33,91,2021,07
"yala","2021-08",27.83,7.78,80.91,85,2021,08
"yala","2021-09",27.37,5.32,78.96,89,2021,09
"yala","2021-10",27.12,8.12,81.40,85,2021,10
"yala","2021-11",25.53,17.83,87.77,76,2021,11
"yala","2021-12",25.18,6.81,82.48,85,2021,12
"yala","2022-01",25.86,0.63,75.08,96,2022,01
"yala","2022-02",26.35,11.11,79.47,87,2022,02
"yala","2022-03",26.75,5.54,80.23,87,2022,03
"yala","2022-04",27.34,6.25,82.10,85,2022,04
"yala","2022-05",27.82,6.24,81.27,86,2022,05
"yala","2022-06",27.60,8.03,82.47,84,2022,06
"yala","2022-07",27.78,6.54,80.44,86,2022,07
"yala","2022-08",27.55,6.34,79.46,87,2022,08
"yala","2022-09",27.63,5.14,80.06,87,2022,09
"yala","2022-10",26.36,12.35,86.00,80,2022,10
"yala","2022-11",26.14,11.87,86.12,79,2022,11
"yala","2022-12",24.58,18.23,84.69,81,2022,12
"yala","2023-01",24.84,7.97,83.92,84,2023,01
"yala","2023-02",25.65,2.16,77.74,93,2023,02
"yala","2023-03",26.79,1.78,74.70,95,2023,03
"yala","2023-04",29.36,3.78,75.18,88,2023,04
"yala","2023-05",29.43,5.53,77.21,84,2023,05
"yala","2023-06",28.92,6.08,78.79,86,2023,06
"yala","2023-07",28.92,4.75,75.89,89,2023,07
"yala","2023-08",28.85,5.72,79.06,86,2023,08
"yala","2023-09",27.70,9.64,81.51,83,2023,09
"yala","2023-10",27.01,10.44,84.70,80,2023,10
"yala","2023-11",25.74,20.53,86.96,77,2023,11
"yala","2023-12",25.93,10.19,82.77,84,2023,12
"yala","2024-01",25.88,4.47,79.02,90,2024,01
"yala","2024-02",27.64,1.22,73.33,95,2024,02
"yala","2024-03",29.06,1.86,72.08,94,2024,03
"yala","2024-04",30.37,4.04,73.73,82,2024,04
"yala","2024-05",29.56,6.17,77.61,83,2024,05
"yala","2024-06",29.40,5.25,75.52,87,2024,06
"yala","2024-07",29.09,3.11,74.01,89,2024,07
"yala","2024-08",27.53,9.65,82.62,83,2024,08
"yala","2024-09",27.66,5.64,79.40,87,2024,09
"yala","2024-10",27.32,10.79,82.10,84,2024,10
"yala","2024-11",26.17,18.11,85.76,78,2024,11
"yala","2024-12",25.61,11.28,83.79,82,2024,12
"yala","2025-01",25.38,6.39,80.39,88,2025,01
"yala","2025-02",25.99,1.69,76.34,94,2025,02
"yala","2025-03",27.61,3.29,76.40,92,2025,03
"yala","2025-04",27.90,7.99,78.87,87,2025,04
"yala","2025-05",28.33,8.95,81.03,84,2025,05
"yala","2025-06",28.86,4.30,75.94,90,2025,06
"yala","2025-07",29.69,3.32,72.23,88,2025,07
"yala","2025-08",27.82,6.60,80.86,85,2025,08
"yala","2025-09",27.86,4.96,77.58,90,2025,09
"yala","2025-10",27.18,10.75,83.55,82,2025,10
"yala","2025-11",26.08,24.36,83.53,81,2025,11
"narathiwat","2020-01",26.51,1.86,77.64,93,2020,01
"narathiwat","2020-02",26.57,3.11,78.48,92,2020,02
"narathiwat","2020-03",27.46,1.23,74.50,95,2020,03
"narathiwat","2020-04",28.25,7.36,77.08,88,2020,04
"narathiwat","2020-05",28.44,4.66,78.47,88,2020,05
"narathiwat","2020-06",27.73,10.48,82.24,83,2020,06
"narathiwat","2020-07",27.50,8.20,80.77,86,2020,07
"narathiwat","2020-08",28.00,6.07,80.61,86,2020,08
"narathiwat","2020-09",27.62,7.55,80.53,86,2020,09
"narathiwat","2020-10",27.42,7.07,80.85,86,2020,10
"narathiwat","2020-11",26.60,10.56,85.66,81,2020,11
"narathiwat","2020-12",26.02,13.65,83.79,82,2020,12
"narathiwat","2021-01",25.66,4.94,81.50,88,2021,01
"narathiwat","2021-02",26.04,0.59,74.70,96,2021,02
"narathiwat","2021-03",27.09,2.88,76.51,92,2021,03
"narathiwat","2021-04",27.75,6.97,81.13,86,2021,04
"narathiwat","2021-05",27.95,5.46,80.62,87,2021,05
"narathiwat","2021-06",28.07,7.86,81.81,84,2021,06
"narathiwat","2021-07",27.91,5.16,79.09,88,2021,07
"narathiwat","2021-08",27.56,6.70,81.31,85,2021,08
"narathiwat","2021-09",27.40,6.82,80.22,86,2021,09
"narathiwat","2021-10",27.29,5.94,80.74,87,2021,10
"narathiwat","2021-11",26.08,17.74,86.34,77,2021,11
"narathiwat","2021-12",26.00,11.15,81.94,84,2021,12
"narathiwat","2022-01",26.02,1.79,76.82,93,2022,01
"narathiwat","2022-02",26.20,15.00,82.83,84,2022,02
"narathiwat","2022-03",26.99,4.10,78.38,90,2022,03
"narathiwat","2022-04",27.49,4.87,78.88,89,2022,04
"narathiwat","2022-05",28.20,8.43,79.82,86,2022,05
"narathiwat","2022-06",27.44,9.23,83.23,83,2022,06
"narathiwat","2022-07",27.65,7.15,80.75,86,2022,07
"narathiwat","2022-08",27.44,10.49,83.21,81,2022,08
"narathiwat","2022-09",27.53,9.27,82.85,83,2022,09
"narathiwat","2022-10",26.79,10.83,84.22,81,2022,10
"narathiwat","2022-11",26.58,13.08,84.83,81,2022,11
"narathiwat","2022-12",25.55,21.97,85.00,80,2022,12
"narathiwat","2023-01",25.60,9.15,84.56,83,2023,01
"narathiwat","2023-02",25.99,3.09,78.67,91,2023,02
"narathiwat","2023-03",26.43,1.99,75.90,94,2023,03
"narathiwat","2023-04",28.27,3.05,74.61,93,2023,04
"narathiwat","2023-05",28.64,6.68,79.16,86,2023,05
"narathiwat","2023-06",28.03,8.53,80.79,85,2023,06
"narathiwat","2023-07",28.26,7.44,77.67,87,2023,07
"narathiwat","2023-08",27.91,8.36,82.99,83,2023,08
"narathiwat","2023-09",27.41,8.58,82.61,84,2023,09
"narathiwat","2023-10",26.94,12.75,85.56,79,2023,10
"narathiwat","2023-11",26.26,21.60,86.26,77,2023,11
"narathiwat","2023-12",26.47,14.81,83.78,80,2023,12
"narathiwat","2024-01",26.29,7.42,82.72,85,2024,01
"narathiwat","2024-02",27.15,1.80,76.41,93,2024,02
"narathiwat","2024-03",28.17,3.05,75.29,93,2024,03
"narathiwat","2024-04",29.27,2.03,73.99,94,2024,04
"narathiwat","2024-05",29.45,7.06,78.04,85,2024,05
"narathiwat","2024-06",28.93,6.46,76.64,88,2024,06
"narathiwat","2024-07",28.23,4.81,77.68,90,2024,07
"narathiwat","2024-08",27.67,8.35,81.40,84,2024,08
"narathiwat","2024-09",28.21,5.39,78.68,86,2024,09
"narathiwat","2024-10",27.64,6.99,81.55,85,2024,10
"narathiwat","2024-11",26.62,24.18,85.19,76,2024,11
"narathiwat","2024-12",26.15,15.93,83.08,82,2024,12
"narathiwat","2025-01",26.00,8.16,80.73,87,2025,01
"narathiwat","2025-02",26.35,4.47,77.29,92,2025,02
"narathiwat","2025-03",27.19,3.00,77.91,90,2025,03
"narathiwat","2025-04",27.70,7.31,79.82,86,2025,04
"narathiwat","2025-05",28.42,8.61,81.36,84,2025,05
"narathiwat","2025-06",28.24,7.52,79.65,86,2025,06
"narathiwat","2025-07",28.56,3.52,74.20,93,2025,07
"narathiwat","2025-08",28.14,7.30,80.70,85,2025,08
"narathiwat","2025-09",28.02,7.42,77.97,87,2025,09
"narathiwat","2025-10",27.55,9.13,82.72,82,2025,10
"narathiwat","2025-11",26.78,25.41,83.76,81,2025,11
