province,period,avgTemperature,avgRainfall,avgHumidity,weatherScore,year,month
"tak","2024-02",27.69,0.03,70.56,99,2024,02
"tak","2024-03",30.85,0.84,67.39,92,2024,03
"tak","2024-04",34.44,0.09,60.61,89,2024,04
"tak","2024-05",31.50,5.38,71.24,81,2024,05
"tak","2024-06",28.90,6.30,77.14,87,2024,06
"tak","2024-07",28.21,5.99,78.97,88,2024,07
"tak","2024-08",28.78,5.02,76.88,87,2024,08
"tak","2024-09",28.35,5.50,77.46,89,2024,09
"tak","2024-10",27.20,8.98,79.41,86,2024,10
"tak","2024-11",26.44,1.44,75.96,95,2024,11
"tak","2024-12",25.40,0.43,75.13,98,2024,12
"tak","2025-01",22.92,0.00,77.63,99,2025,01
"tak","2025-02",26.20,1.05,73.85,97,2025,02
"tak","2025-03",29.69,0.25,68.20,97,2025,03
"tak","2025-04",30.75,1.64,69.72,88,2025,04
"tak","2025-05",29.49,8.00,77.94,82,2025,05
"tak","2025-06",29.09,3.31,74.20,90,2025,06
"tak","2025-07",28.38,3.51,75.06,92,2025,07
"tak","2025-08",29.12,7.41,74.15,88,2025,08
"tak","2025-09",27.67,8.29,81.98,84,2025,09
"tak","2025-10",28.40,6.09,77.79,88,2025,10
"tak","2025-11",24.87,7.44,80.38,89,2025,11
"udon-thani","2020-01",24.73,0.06,75.10,99,2020,01
"udon-thani","2020-02",24.88,0.01,74.71,100,2020,02
"udon-thani","2020-03",27.49,4.41,75.86,92,2020,03
"udon-thani","2020-04",28.78,1.73,72.35,94,2020,04
"udon-thani","2020-05",31.52,2.51,70.30,85,2020,05
"udon-thani","2020-06",29.18,5.65,78.09,84,2020,06
"udon-thani","2020-07",28.66,7.79,79.03,85,2020,07
"udon-thani","2020-08",27.38,13.44,82.50,81,2020,08
"udon-thani","2020-09",27.51,10.39,84.32,81,2020,09
"udon-thani","2020-10",24.83,6.32,83.19,87,2020,10
"udon-thani","2020-11",24.89,0.27,75.29,99,2020,11
"udon-thani","2020-12",22.44,0.01,78.36,96,2020,12
"udon-thani","2021-01",20.69,0.00,80.98,94,2021,01
"udon-thani","2021-02",24.09,0.69,76.22,97,2021,02
"udon-thani","2021-03",28.14,1.32,72.30,95,2021,03
"udon-thani","2021-04",28.85,8.78,76.50,85,2021,04
"udon-thani","2021-05",29.66,6.14,75.12,84,2021,05
"udon-thani","2021-06",28.87,7.50,75.88,87,2021,06
"udon-thani","2021-07",28.35,8.33,80.46,83,2021,07
"udon-thani","2021-08",28.63,5.35,77.55,87,2021,08
"udon-thani","2021-09",26.82,14.29,84.52,79,2021,09
"udon-thani","2021-10",25.99,5.28,81.03,88,2021,10
"udon-thani","2021-11",25.37,0.03,74.04,99,2021,11
"udon-thani","2021-12",22.57,0.04,78.25,98,2021,12
"udon-thani","2022-01",23.80,0.98,76.99,98,2022,01
"udon-thani","2022-02",22.87,5.27,81.46,89,2022,02
"udon-thani","2022-03",27.28,3.93,76.72,93,2022,03
"udon-thani","2022-04",27.79,2.50,73.97,91,2022,04
"udon-thani","2022-05",27.09,8.21,81.82,85,2022,05
"udon-thani","2022-06",28.43,3.86,77.65,90,2022,06
"udon-thani","2022-07",27.68,14.36,81.92,81,2022,07
"udon-thani","2022-08",27.26,13.34,82.71,80,2022,08
"udon-thani","2022-09",26.55,12.64,84.64,80,2022,09
"udon-thani","2022-10",25.34,4.20,78.39,92,2022,10
"udon-thani","2022-11",25.97,2.86,76.52,93,2022,11
"udon-thani","2022-12",21.95,0.00,79.09,96,2022,12
"udon-thani","2023-01",21.64,0.21,79.92,95,2023,01
"udon-thani","2023-02",25.09,0.44,75.69,98,2023,02
"udon-thani","2023-03",27.58,0.11,70.96,98,2023,03
"udon-thani","2023-04",31.51,0.67,66.75,92,2023,04
"udon-thani","2023-05",30.40,4.82,73.38,85,2023,05
"udon-thani","2023-06",28.72,10.72,80.29,81,2023,06
"udon-thani","2023-07",28.36,11.56,82.08,81,2023,07
"udon-thani","2023-08",27.62,8.87,82.88,83,2023,08
"udon-thani","2023-09",26.89,16.18,84.43,78,2023,09
"udon-thani","2023-10",26.62,8.72,79.65,88,2023,10
"udon-thani","2023-11",25.60,0.25,74.35,99,2023,11
"udon-thani","2023-12",24.01,0.03,76.07,97,2023,12
"udon-thani","2024-01",23.34,0.90,78.30,94,2024,01
"udon-thani","2024-02",25.93,0.16,73.59,99,2024,02
"udon-thani","2024-03",28.09,3.50,74.61,92,2024,03
"udon-thani","2024-04",32.64,1.27,64.64,91,2024,04
"udon-thani","2024-05",30.24,6.94,75.50,81,2024,05
"udon-thani","2024-06",28.95,7.41,77.37,85,2024,06
"udon-thani","2024-07",27.70,11.51,82.86,81,2024,07
"udon-thani","2024-08",27.91,8.23,81.01,85,2024,08
"udon-thani","2024-09",27.25,13.67,82.13,82,2024,09
"udon-thani","2024-10",26.95,2.05,74.80,94,2024,10
"udon-thani","2024-11",25.69,0.27,74.27,99,2024,11
"udon-thani","2024-12",22.44,0.00,78.34,97,2024,12
"udon-thani","2025-01",20.38,0.00,81.43,92,2025,01
"udon-thani","2025-02",24.11,0.43,76.60,98,2025,02
"udon-thani","2025-03",26.68,0.05,72.12,99,2025,03
"udon-thani","2025-04",28.84,1.76,72.40,92,2025,04
"udon-thani","2025-05",28.85,6.97,76.63,87,2025,05
"udon-thani","2025-06",28.31,7.75,80.86,86,2025,06
"udon-thani","2025-07",27.73,10.88,81.04,83,2025,07
"udon-thani","2025-08",27.63,11.35,80.82,84,2025,08
"udon-thani","2025-09",27.13,12.22,84.60,79,2025,09
"udon-thani","2025-10",27.15,4.52,77.80,90,2025,10
"udon-thani","2025-11",23.91,1.90,79.29,93,2025,11
"khon-kaen","2020-01",26.58,0.04,72.26,100,2020,01
"khon-kaen","2020-02",26.55,0.01,72.22,99,2020,02
"khon-kaen","2020-03",29.75,2.30,71.51,92,2020,03
"khon-kaen","2020-04",29.63,2.50,71.92,90,2020,04
"khon-kaen","2020-05",31.85,2.06,68.77,86,2020,05
"khon-kaen","2020-06",30.08,4.49,75.71,82,2020,06
"khon-kaen","2020-07",29.96,5.25,76.38,85,2020,07
"khon-kaen","2020-08",28.13,7.63,79.96,86,2020,08
"khon-kaen","2020-09",28.06,8.85,82.38,83,2020,09
"khon-kaen","2020-10",24.75,8.52,84.70,84,2020,10
"khon-kaen","2020-11",24.88,0.27,75.08,99,2020,11
"khon-kaen","2020-12",23.02,0.02,77.52,97,2020,12
"khon-kaen","2021-01",21.55,0.00,79.68,94,2021,01
"khon-kaen","2021-02",24.61,0.68,75.48,99,2021,02
"khon-kaen","2021-03",28.55,2.45,72.48,93,2021,03
"khon-kaen","2021-04",29.25,5.37,75.41,86,2021,04
"khon-kaen","2021-05",30.04,5.58,74.72,83,2021,05
"khon-kaen","2021-06",29.67,2.91,72.08,88,2021,06
"khon-kaen","2021-07",28.80,8.36,78.31,86,2021,07
"khon-kaen","2021-08",29.05,4.68,75.77,88,2021,08
"khon-kaen","2021-09",26.83,15.01,85.33,79,2021,09
"khon-kaen","2021-10",26.17,9.57,81.52,86,2021,10
"khon-kaen","2021-11",25.16,0.12,74.62,99,2021,11
"khon-kaen","2021-12",22.36,0.05,78.63,97,2021,12
"khon-kaen","2022-01",23.89,0.35,76.79,98,2022,01
"khon-kaen","2022-02",23.65,2.49,80.56,90,2022,02
"khon-kaen","2022-03",27.99,5.22,75.08,91,2022,03
"khon-kaen","2022-04",27.90,2.69,73.22,92,2022,04
"khon-kaen","2022-05",27.62,5.44,78.52,89,2022,05
"khon-kaen","2022-06",29.78,2.86,73.63,87,2022,06
"khon-kaen","2022-07",28.18,10.87,80.40,83,2022,07
"khon-kaen","2022-08",27.67,6.30,81.39,85,2022,08
"khon-kaen","2022-09",26.61,14.76,85.86,80,2022,09
"khon-kaen","2022-10",25.11,5.22,79.06,92,2022,10
"khon-kaen","2022-11",25.81,3.86,77.60,93,2022,11
"khon-kaen","2022-12",22.32,0.02,78.58,96,2022,12
"khon-kaen","2023-01",21.85,0.29,79.95,95,2023,01
"khon-kaen","2023-02",25.29,0.96,75.14,98,2023,02
"khon-kaen","2023-03",27.84,0.21,70.86,98,2023,03
"khon-kaen","2023-04",31.73,0.92,67.15,90,2023,04
"khon-kaen","2023-05",30.36,4.06,72.24,88,2023,05
"khon-kaen","2023-06",29.69,3.85,74.93,88,2023,06
"khon-kaen","2023-07",29.26,6.22,77.34,83,2023,07
"khon-kaen","2023-08",28.95,3.17,75.58,89,2023,08
"khon-kaen","2023-09",27.29,11.11,81.63,83,2023,09
"khon-kaen","2023-10",26.98,8.57,78.93,87,2023,10
"khon-kaen","2023-11",25.70,0.36,74.52,98,2023,11
"khon-kaen","2023-12",24.50,0.08,75.50,97,2023,12
"khon-kaen","2024-01",24.62,0.32,75.65,98,2024,01
"khon-kaen","2024-02",27.20,0.23,71.91,99,2024,02
"khon-kaen","2024-03",29.09,2.20,70.62,91,2024,03
"khon-kaen","2024-04",33.60,0.09,61.88,92,2024,04
"khon-kaen","2024-05",30.74,8.96,74.95,76,2024,05
"khon-kaen","2024-06",29.98,6.65,74.41,83,2024,06
"khon-kaen","2024-07",28.08,8.93,80.34,84,2024,07
"khon-kaen","2024-08",28.48,3.78,77.14,91,2024,08
"khon-kaen","2024-09",27.66,7.24,79.97,86,2024,09
"khon-kaen","2024-10",26.86,3.16,76.64,92,2024,10
"khon-kaen","2024-11",26.12,0.44,73.96,98,2024,11
"khon-kaen","2024-12",23.75,0.05,76.50,99,2024,12
"khon-kaen","2025-01",22.04,0.00,78.93,97,2025,01
"khon-kaen","2025-02",25.51,0.21,74.38,98,2025,02
"khon-kaen","2025-03",27.50,3.59,73.01,94,2025,03
"khon-kaen","2025-04",29.37,1.59,71.41,91,2025,04
"khon-kaen","2025-05",28.87,7.64,77.07,85,2025,05
"khon-kaen","2025-06",28.97,4.32,75.42,91,2025,06
"khon-kaen","2025-07",28.47,4.25,77.02,90,2025,07
"khon-kaen","2025-08",28.40,6.95,78.02,86,2025,08
"khon-kaen","2025-09",27.41,10.24,82.24,83,2025,09
"khon-kaen","2025-10",27.19,5.09,77.91,90,2025,10
"khon-kaen","2025-11",24.16,3.61,80.08,92,2025,11
"ubon-ratchathani","2020-01",25.73,0.44,74.72,98,2020,01
"ubon-ratchathani","2020-02",26.25,0.03,72.73,100,2020,02
"ubon-ratchathani","2020-03",30.11,0.54,68.44,94,2020,03
"ubon-ratchathani","2020-04",29.58,2.38,73.27,89,2020,04
"ubon-ratchathani","2020-05",30.90,3.66,72.01,83,2020,05
"ubon-ratchathani","2020-06",28.98,4.67,78.31,86,2020,06
"ubon-ratchathani","2020-07",28.37,8.35,81.17,84,2020,07
"ubon-ratchathani","2020-08",27.44,9.50,83.02,82,2020,08
"ubon-ratchathani","2020-09",27.64,12.80,83.49,83,2020,09
"ubon-ratchathani","2020-10",25.10,14.63,84.44,80,2020,10
"ubon-ratchathani","2020-11",25.52,0.75,75.66,96,2020,11
"ubon-ratchathani","2020-12",24.31,0.12,75.90,98,2020,12
"ubon-ratchathani","2021-01",22.76,0.00,77.87,97,2021,01
"ubon-ratchathani","2021-02",25.45,0.37,74.53,99,2021,02
"ubon-ratchathani","2021-03",29.15,0.37,69.39,98,2021,03
"ubon-ratchathani","2021-04",29.18,4.29,75.37,88,2021,04
"ubon-ratchathani","2021-05",29.30,6.48,76.07,86,2021,05
"ubon-ratchathani","2021-06",28.74,6.86,78.12,86,2021,06
"ubon-ratchathani","2021-07",27.92,11.96,81.23,82,2021,07
"ubon-ratchathani","2021-08",28.02,6.20,80.02,87,2021,08
"ubon-ratchathani","2021-09",26.71,17.13,84.64,80,2021,09
"ubon-ratchathani","2021-10",26.29,9.60,83.11,83,2021,10
"ubon-ratchathani","2021-11",26.09,0.41,74.11,97,2021,11
"ubon-ratchathani","2021-12",24.15,1.15,76.92,98,2021,12
"ubon-ratchathani","2022-01",25.46,0.10,74.09,100,2022,01
"ubon-ratchathani","2022-02",25.04,2.50,77.13,93,2022,02
"ubon-ratchathani","2022-03",28.27,4.46,75.07,91,2022,03
"ubon-ratchathani","2022-04",26.77,4.92,76.92,92,2022,04
"ubon-ratchathani","2022-05",26.88,11.42,82.74,81,2022,05
"ubon-ratchathani","2022-06",28.36,4.12,76.71,91,2022,06
"ubon-ratchathani","2022-07",27.53,16.78,83.98,78,2022,07
"ubon-ratchathani","2022-08",27.11,13.22,83.74,80,2022,08
"ubon-ratchathani","2022-09",26.30,23.17,87.13,73,2022,09
"ubon-ratchathani","2022-10",25.77,5.85,79.36,90,2022,10
"ubon-ratchathani","2022-11",26.92,2.04,75.52,95,2022,11
"ubon-ratchathani","2022-12",24.17,0.07,75.97,99,2022,12
"ubon-ratchathani","2023-01",22.64,1.22,79.64,95,2023,01
"ubon-ratchathani","2023-02",26.45,0.36,73.08,99,2023,02
"ubon-ratchathani","2023-03",28.06,0.09,70.18,98,2023,03
"ubon-ratchathani","2023-04",31.14,2.05,69.28,87,2023,04
"ubon-ratchathani","2023-05",29.75,7.15,74.89,84,2023,05
"ubon-ratchathani","2023-06",28.38,8.92,80.01,84,2023,06
"ubon-ratchathani","2023-07",27.91,13.15,81.77,80,2023,07
"ubon-ratchathani","2023-08",27.98,8.65,81.73,84,2023,08
"ubon-ratchathani","2023-09",27.05,13.48,84.43,79,2023,09
"ubon-ratchathani","2023-10",27.16,8.29,80.41,85,2023,10
"ubon-ratchathani","2023-11",26.93,0.81,74.02,97,2023,11
"ubon-ratchathani","2023-12",25.98,0.26,73.69,98,2023,12
"ubon-ratchathani","2024-01",25.85,0.00,73.22,100,2024,01
"ubon-ratchathani","2024-02",27.82,0.47,71.69,97,2024,02
"ubon-ratchathani","2024-03",30.18,1.72,69.99,89,2024,03
"ubon-ratchathani","2024-04",33.00,0.79,64.73,89,2024,04
"ubon-ratchathani","2024-05",30.37,7.87,75.33,81,2024,05
"ubon-ratchathani","2024-06",28.98,5.18,77.46,86,2024,06
"ubon-ratchathani","2024-07",27.70,14.54,83.63,78,2024,07
"ubon-ratchathani","2024-08",28.17,7.74,81.59,84,2024,08
"ubon-ratchathani","2024-09",27.46,11.31,84.34,80,2024,09
"ubon-ratchathani","2024-10",26.76,3.53,76.59,93,2024,10
"ubon-ratchathani","2024-11",27.08,0.63,72.78,98,2024,11
"ubon-ratchathani","2024-12",24.43,0.01,75.37,100,2024,12
"ubon-ratchathani","2025-01",22.94,0.00,77.59,100,2025,01
"ubon-ratchathani","2025-02",26.12,0.01,72.84,100,2025,02
"ubon-ratchathani","2025-03",28.16,1.42,71.87,94,2025,03
"ubon-ratchathani","2025-04",30.13,2.22,70.33,88,2025,04
"ubon-ratchathani","2025-05",29.07,7.74,77.37,85,2025,05
"ubon-ratchathani","2025-06",28.20,7.50,80.20,85,2025,06
"ubon-ratchathani","2025-07",28.04,9.01,82.36,83,2025,07
"ubon-ratchathani","2025-08",27.86,6.35,79.00,87,2025,08
"ubon-ratchathani","2025-09",27.16,13.56,85.25,77,2025,09
"ubon-ratchathani","2025-10",27.03,5.40,79.43,88,2025,10
"ubon-ratchathani","2025-11",24.77,4.20,79.04,93,2025,11
"nakhon-phanom","2020-01",24.65,0.30,75.79,97,2020,01
"nakhon-phanom","2020-02",24.79,0.28,75.41,99,2020,02
"nakhon-phanom","2020-03",27.93,2.14,74.07,93,2020,03
"nakhon-phanom","2020-04",28.36,2.27,73.63,93,2020,04
"nakhon-phanom","2020-05",30.96,7.35,73.95,84,2020,05
"nakhon-phanom","2020-06",28.32,8.68,82.09,83,2020,06
"nakhon-phanom","2020-07",28.31,8.43,81.58,83,2020,07
"nakhon-phanom","2020-08",26.85,15.98,85.05,79,2020,08
"nakhon-phanom","2020-09",27.66,7.72,81.85,84,2020,09
"nakhon-phanom","2020-10",24.54,7.58,82.87,86,2020,10
"nakhon-phanom","2020-11",24.20,0.59,76.98,97,2020,11
"nakhon-phanom","2020-12",21.97,0.00,79.04,95,2020,12
"nakhon-phanom","2021-01",20.54,0.00,81.19,94,2021,01
"nakhon-phanom","2021-02",23.69,0.48,76.78,98,2021,02
"nakhon-phanom","2021-03",27.64,1.15,73.00,95,2021,03
"nakhon-phanom","2021-04",28.57,4.93,77.40,88,2021,04
"nakhon-phanom","2021-05",29.50,7.64,76.65,84,2021,05
"nakhon-phanom","2021-06",28.29,13.04,79.76,82,2021,06
"nakhon-phanom","2021-07",27.57,13.83,83.69,79,2021,07
"nakhon-phanom","2021-08",27.80,9.25,82.53,83,2021,08
"nakhon-phanom","2021-09",27.04,10.81,83.01,83,2021,09
"nakhon-phanom","2021-10",25.81,7.31,79.07,90,2021,10
"nakhon-phanom","2021-11",24.59,0.16,75.59,99,2021,11
"nakhon-phanom","2021-12",21.95,0.08,79.31,97,2021,12
"nakhon-phanom","2022-01",23.63,0.21,77.19,98,2022,01
"nakhon-phanom","2022-02",21.84,2.96,81.44,89,2022,02
"nakhon-phanom","2022-03",26.85,3.46,76.54,93,2022,03
"nakhon-phanom","2022-04",27.10,1.53,74.71,94,2022,04
"nakhon-phanom","2022-05",26.34,13.31,84.67,79,2022,05
"nakhon-phanom","2022-06",27.71,8.96,82.72,83,2022,06
"nakhon-phanom","2022-07",27.56,12.28,82.43,81,2022,07
"nakhon-phanom","2022-08",26.93,14.83,84.49,78,2022,08
"nakhon-phanom","2022-09",26.72,10.09,82.61,83,2022,09
"nakhon-phanom","2022-10",24.90,3.11,79.53,92,2022,10
"nakhon-phanom","2022-11",25.70,0.98,75.42,97,2022,11
"nakhon-phanom","2022-12",21.46,0.00,79.82,94,2022,12
"nakhon-phanom","2023-01",20.51,0.55,82.01,91,2023,01
"nakhon-phanom","2023-02",24.32,0.97,77.37,96,2023,02
"nakhon-phanom","2023-03",26.87,0.54,72.91,96,2023,03
"nakhon-phanom","2023-04",30.16,2.44,71.87,89,2023,04
"nakhon-phanom","2023-05",29.98,4.74,74.25,85,2023,05
"nakhon-phanom","2023-06",27.88,14.43,83.29,79,2023,06
"nakhon-phanom","2023-07",27.73,12.79,82.60,80,2023,07
"nakhon-phanom","2023-08",27.00,15.01,84.96,79,2023,08
"nakhon-phanom","2023-09",26.84,17.74,84.30,79,2023,09
"nakhon-phanom","2023-10",26.83,4.26,78.32,90,2023,10
"nakhon-phanom","2023-11",25.41,0.24,74.59,98,2023,11
"nakhon-phanom","2023-12",23.56,0.05,76.80,96,2023,12
"nakhon-phanom","2024-01",23.70,0.10,76.73,97,2024,01
"nakhon-phanom","2024-02",26.25,0.71,74.57,97,2024,02
"nakhon-phanom","2024-03",27.75,3.38,74.70,94,2024,03
"nakhon-phanom","2024-04",32.28,2.63,66.98,88,2024,04
"nakhon-phanom","2024-05",29.74,8.55,77.70,82,2024,05
"nakhon-phanom","2024-06",28.03,14.18,82.47,79,2024,06
"nakhon-phanom","2024-07",27.30,17.73,85.46,75,2024,07
"nakhon-phanom","2024-08",27.68,10.83,83.31,81,2024,08
"nakhon-phanom","2024-09",27.04,16.03,83.11,80,2024,09
"nakhon-phanom","2024-10",26.44,2.94,75.11,95,2024,10
"nakhon-phanom","2024-11",25.46,0.40,74.68,98,2024,11
"nakhon-phanom","2024-12",22.92,0.01,77.64,98,2024,12
"nakhon-phanom","2025-01",21.15,0.00,80.27,95,2025,01
"nakhon-phanom","2025-02",24.38,0.03,75.51,98,2025,02
"nakhon-phanom","2025-03",26.87,0.66,73.49,95,2025,03
"nakhon-phanom","2025-04",28.80,2.62,74.87,90,2025,04
"nakhon-phanom","2025-05",28.58,6.80,79.14,87,2025,05
"nakhon-phanom","2025-06",27.70,16.74,84.74,78,2025,06
"nakhon-phanom","2025-07",26.98,20.13,85.84,74,2025,07
"nakhon-phanom","2025-08",27.35,16.70,83.22,80,2025,08
"nakhon-phanom","2025-09",27.30,13.95,83.71,80,2025,09
"nakhon-phanom","2025-10",27.02,3.60,76.87,92,2025,10
"nakhon-phanom","2025-11",24.01,1.18,78.37,94,2025,11
"sakon-nakhon","2020-01",24.66,0.22,75.49,98,2020,01
"sakon-nakhon","2020-02",25.09,0.09,74.63,100,2020,02
"sakon-nakhon","2020-03",27.89,3.11,74.90,92,2020,03
"sakon-nakhon","2020-04",28.22,1.37,73.15,95,2020,04
"sakon-nakhon","2020-05",30.83,3.32,71.38,86,2020,05
"sakon-nakhon","2020-06",28.80,4.19,77.76,88,2020,06
"sakon-nakhon","2020-07",28.66,6.64,79.22,86,2020,07
"sakon-nakhon","2020-08",27.28,10.16,83.49,83,2020,08
"sakon-nakhon","2020-09",27.59,7.24,82.61,84,2020,09
"sakon-nakhon","2020-10",24.47,6.24,82.51,86,2020,10
"sakon-nakhon","2020-11",24.14,0.51,76.50,98,2020,11
"sakon-nakhon","2020-12",21.73,0.00,79.41,95,2020,12
"sakon-nakhon","2021-01",20.48,0.00,81.28,93,2021,01
"sakon-nakhon","2021-02",23.44,0.68,77.15,98,2021,02
"sakon-nakhon","2021-03",27.43,1.07,72.93,95,2021,03
"sakon-nakhon","2021-04",28.28,4.52,76.15,91,2021,04
"sakon-nakhon","2021-05",29.41,4.62,75.59,87,2021,05
"sakon-nakhon","2021-06",28.92,7.15,75.79,86,2021,06
"sakon-nakhon","2021-07",28.12,7.47,81.22,85,2021,07
"sakon-nakhon","2021-08",28.38,5.34,78.79,87,2021,08
"sakon-nakhon","2021-09",26.90,11.33,83.69,82,2021,09
"sakon-nakhon","2021-10",25.66,6.35,80.69,89,2021,10
"sakon-nakhon","2021-11",24.56,0.04,75.29,99,2021,11
"sakon-nakhon","2021-12",21.79,0.02,79.36,96,2021,12
"sakon-nakhon","2022-01",23.56,0.17,77.18,98,2022,01
"sakon-nakhon","2022-02",22.08,2.41,81.24,89,2022,02
"sakon-nakhon","2022-03",26.85,3.50,75.99,94,2022,03
"sakon-nakhon","2022-04",26.97,1.66,75.15,93,2022,04
"sakon-nakhon","2022-05",26.65,10.96,83.71,82,2022,05
"sakon-nakhon","2022-06",28.33,5.38,77.98,89,2022,06
"sakon-nakhon","2022-07",27.71,9.18,81.70,84,2022,07
"sakon-nakhon","2022-08",27.15,12.91,83.19,81,2022,08
"sakon-nakhon","2022-09",26.56,9.99,84.09,82,2022,09
"sakon-nakhon","2022-10",24.73,3.65,78.26,94,2022,10
"sakon-nakhon","2022-11",25.74,1.90,75.74,96,2022,11
"sakon-nakhon","2022-12",21.68,0.03,79.56,95,2022,12
"sakon-nakhon","2023-01",20.74,0.28,81.73,91,2023,01
"sakon-nakhon","2023-02",24.45,1.88,77.94,95,2023,02
"sakon-nakhon","2023-03",26.97,0.50,72.23,98,2023,03
"sakon-nakhon","2023-04",30.72,1.66,68.89,93,2023,04
"sakon-nakhon","2023-05",30.10,6.16,73.67,84,2023,05
"sakon-nakhon","2023-06",28.52,9.94,79.42,83,2023,06
"sakon-nakhon","2023-07",28.15,11.15,82.01,81,2023,07
"sakon-nakhon","2023-08",27.54,9.88,81.95,83,2023,08
"sakon-nakhon","2023-09",26.98,17.35,83.99,79,2023,09
"sakon-nakhon","2023-10",26.59,4.86,79.00,89,2023,10
"sakon-nakhon","2023-11",25.46,0.39,74.95,98,2023,11
"sakon-nakhon","2023-12",23.67,0.05,76.67,97,2023,12
"sakon-nakhon","2024-01",23.77,0.11,76.66,97,2024,01
"sakon-nakhon","2024-02",26.46,0.32,73.17,98,2024,02
"sakon-nakhon","2024-03",27.65,2.41,75.69,93,2024,03
"sakon-nakhon","2024-04",33.16,0.88,64.44,89,2024,04
"sakon-nakhon","2024-05",30.20,7.68,76.16,80,2024,05
"sakon-nakhon","2024-06",28.78,9.32,78.98,83,2024,06
"sakon-nakhon","2024-07",27.73,10.95,83.13,81,2024,07
"sakon-nakhon","2024-08",28.23,6.43,79.48,87,2024,08
"sakon-nakhon","2024-09",27.34,12.10,82.27,83,2024,09
"sakon-nakhon","2024-10",26.48,2.06,75.50,95,2024,10
"sakon-nakhon","2024-11",25.28,0.39,74.94,97,2024,11
"sakon-nakhon","2024-12",22.70,0.00,77.96,97,2024,12
"sakon-nakhon","2025-01",20.85,0.00,80.73,94,2025,01
"sakon-nakhon","2025-02",24.40,0.02,75.46,99,2025,02
"sakon-nakhon","2025-03",27.05,1.42,73.75,94,2025,03
"sakon-nakhon","2025-04",29.21,2.88,73.24,89,2025,04
"sakon-nakhon","2025-05",28.70,7.36,79.31,84,2025,05
"sakon-nakhon","2025-06",28.33,8.43,81.18,84,2025,06
"sakon-nakhon","2025-07",27.57,11.55,83.49,81,2025,07
"sakon-nakhon","2025-08",27.76,9.80,80.41,84,2025,08
"sakon-nakhon","2025-09",27.21,10.48,83.88,82,2025,09
"sakon-nakhon","2025-10",27.18,1.73,75.33,93,2025,10
"sakon-nakhon","2025-11",24.12,1.35,78.73,95,2025,11
"roi-et","2020-01",25.96,0.10,73.35,99,2020,01
"roi-et","2020-02",26.06,0.01,72.96,100,2020,02
"roi-et","2020-03",29.13,3.30,72.10,91,2020,03
"roi-et","2020-04",29.17,1.51,71.94,92,2020,04
"roi-et","2020-05",31.05,4.23,72.76,82,2020,05
"roi-et","2020-06",29.09,5.04,77.39,87,2020,06
"roi-et","2020-07",29.02,7.51,78.78,86,2020,07
"roi-et","2020-08",27.76,9.53,81.31,84,2020,08
"roi-et","2020-09",27.74,10.79,82.94,83,2020,09
"roi-et","2020-10",24.72,9.69,84.74,84,2020,10
"roi-et","2020-11",25.19,0.37,74.59,99,2020,11
"roi-et","2020-12",23.51,0.03,76.83,97,2020,12
"roi-et","2021-01",21.90,0.00,79.15,95,2021,01
"roi-et","2021-02",24.74,0.32,75.33,99,2021,02
"roi-et","2021-03",28.35,1.46,72.18,95,2021,03
"roi-et","2021-04",28.99,6.00,76.88,86,2021,04
"roi-et","2021-05",29.81,4.41,74.47,84,2021,05
"roi-et","2021-06",29.25,4.61,74.73,88,2021,06
"roi-et","2021-07",28.45,8.34,79.34,85,2021,07
"roi-et","2021-08",28.79,4.65,77.44,86,2021,08
"roi-et","2021-09",26.82,13.85,84.31,80,2021,09
"roi-et","2021-10",26.21,9.59,80.67,87,2021,10
"roi-et","2021-11",25.71,0.51,74.45,98,2021,11
"roi-et","2021-12",23.69,0.17,76.98,99,2021,12
"roi-et","2022-01",24.63,0.32,75.93,98,2022,01
"roi-et","2022-02",23.46,2.05,79.89,91,2022,02
"roi-et","2022-03",27.61,3.49,74.88,94,2022,03
"roi-et","2022-04",27.48,2.37,75.07,92,2022,04
"roi-et","2022-05",27.14,7.54,81.10,85,2022,05
"roi-et","2022-06",29.13,4.81,75.08,89,2022,06
"roi-et","2022-07",28.03,11.10,81.03,83,2022,07
"roi-et","2022-08",27.52,9.97,83.13,82,2022,08
"roi-et","2022-09",26.42,13.97,86.36,79,2022,09
"roi-et","2022-10",25.32,5.23,78.01,92,2022,10
"roi-et","2022-11",26.42,3.33,77.14,93,2022,11
"roi-et","2022-12",23.18,0.00,77.22,99,2022,12
"roi-et","2023-01",22.28,0.60,79.90,95,2023,01
"roi-et","2023-02",26.15,2.07,74.38,96,2023,02
"roi-et","2023-03",28.31,0.14,69.94,97,2023,03
"roi-et","2023-04",31.30,1.21,68.07,90,2023,04
"roi-et","2023-05",29.98,5.22,73.30,88,2023,05
"roi-et","2023-06",29.09,6.02,77.00,86,2023,06
"roi-et","2023-07",28.72,8.94,79.88,82,2023,07
"roi-et","2023-08",28.41,6.94,78.95,86,2023,08
"roi-et","2023-09",27.12,14.80,84.12,79,2023,09
"roi-et","2023-10",27.11,6.75,79.94,87,2023,10
"roi-et","2023-11",26.45,0.51,73.77,98,2023,11
"roi-et","2023-12",25.23,0.07,74.36,98,2023,12
"roi-et","2024-01",25.15,0.02,74.34,99,2024,01
"roi-et","2024-02",27.78,0.08,70.57,98,2024,02
"roi-et","2024-03",28.62,2.75,73.25,93,2024,03
"roi-et","2024-04",32.82,0.25,63.52,92,2024,04
